   50.0000000000  130.0000000000   30.0000000000
   65.0000000000  130.0000000000   60.0000000000
   65.0000000000  170.0000000000   60.0000000000
   50.0000000000  170.0000000000   30.0000000000

   50.0000000000  130.0000000000   30.0000000000
   65.0000000000  130.0000000000   60.0000000000
   65.0000000000  170.0000000000   60.0000000000
   50.0000000000  170.0000000000   30.0000000000

   50.0000000000  130.0000000000   30.0000000000
   65.0000000000  130.0000000000    0.0000000000
   65.0000000000  170.0000000000    0.0000000000
   50.0000000000  170.0000000000   30.0000000000

   50.0000000000  130.0000000000   30.0000000000
   35.0000000000  130.0000000000    0.0000000000
   35.0000000000  170.0000000000    0.0000000000
   50.0000000000  170.0000000000   30.0000000000

   50.0000000000  130.0000000000   30.0000000000
   65.0000000000  130.0000000000   60.0000000000
   65.0000000000  170.0000000000   60.0000000000
   50.0000000000  170.0000000000   30.0000000000

