   98.0333209968   70.8038475773    7.0000000000
  100.5333209968   75.1339745962    7.0000000000
  100.5333209968   75.1339745962   13.0000000000
   98.0333209968   70.8038475773   13.0000000000

   98.0333209968   70.8038475773    7.0000000000
   95.5334309984   75.1339110868    7.0000000000
   95.5334309984   75.1339110868   13.0000000000
   98.0333209968   70.8038475773   13.0000000000

   98.0333209968   70.8038475773    7.0000000000
   93.0334309984   70.8037840678    7.0000000000
   93.0334309984   70.8037840678   13.0000000000
   98.0333209968   70.8038475773   13.0000000000

   98.0333209968   70.8038475773    7.0000000000
   95.5333209968   66.4737205584    7.0000000000
   95.5333209968   66.4737205584   13.0000000000
   98.0333209968   70.8038475773   13.0000000000

   98.0333209968   70.8038475773    7.0000000000
  100.5332109952   66.4737840678    7.0000000000
  100.5332109952   66.4737840678   13.0000000000
   98.0333209968   70.8038475773   13.0000000000

   98.0333209968   70.8038475773    7.0000000000
  103.0332109952   70.8039110868    7.0000000000
  103.0332109952   70.8039110868   13.0000000000
   98.0333209968   70.8038475773   13.0000000000

   98.0333209968   70.8038475773    7.0000000000
  100.5333209968   75.1339745962    7.0000000000
  100.5333209968   75.1339745962   13.0000000000
   98.0333209968   70.8038475773   13.0000000000
