  180.0000000000   44.0000000000    5.0000000000
  172.0000000000   44.0000000000   10.0000000000
  172.0000000000   56.0000000000   10.0000000000
  180.0000000000   56.0000000000    5.0000000000

  180.0000000000   44.0000000000    5.0000000000
  188.0000000000   44.0000000000   10.0000000000
  188.0000000000   56.0000000000   10.0000000000
  180.0000000000   56.0000000000    5.0000000000

  180.0000000000   44.0000000000    5.0000000000
  188.0000000000   44.0000000000    0.0000000000
  188.0000000000   56.0000000000    0.0000000000
  180.0000000000   56.0000000000    5.0000000000

  180.0000000000   44.0000000000    5.0000000000
  172.0000000000   44.0000000000    0.0000000000
  172.0000000000   56.0000000000    0.0000000000
  180.0000000000   56.0000000000    5.0000000000

  180.0000000000   44.0000000000    5.0000000000
  172.0000000000   44.0000000000   10.0000000000
  172.0000000000   56.0000000000   10.0000000000
  180.0000000000   56.0000000000    5.0000000000
