  145.0000000000   54.0000000000    3.0000000000
  148.4641016151   52.0000000000    3.0000000000
  148.4641016151   52.0000000000    7.0000000000
  145.0000000000   54.0000000000    7.0000000000

  145.0000000000   54.0000000000    3.0000000000
  148.4640508076   55.9999119987    3.0000000000
  148.4640508076   55.9999119987    7.0000000000
  145.0000000000   54.0000000000    7.0000000000

  145.0000000000   54.0000000000    3.0000000000
  144.9999491924   57.9999119987    3.0000000000
  144.9999491924   57.9999119987    7.0000000000
  145.0000000000   54.0000000000    7.0000000000

  145.0000000000   54.0000000000    3.0000000000
  141.5358983849   56.0000000000    3.0000000000
  141.5358983849   56.0000000000    7.0000000000
  145.0000000000   54.0000000000    7.0000000000

  145.0000000000   54.0000000000    3.0000000000
  141.5359491924   52.0000880013    3.0000000000
  141.5359491924   52.0000880013    7.0000000000
  145.0000000000   54.0000000000    7.0000000000

  145.0000000000   54.0000000000    3.0000000000
  145.0000508076   50.0000880013    3.0000000000
  145.0000508076   50.0000880013    7.0000000000
  145.0000000000   54.0000000000    7.0000000000

  145.0000000000   54.0000000000    3.0000000000
  148.4641016151   52.0000000000    3.0000000000
  148.4641016151   52.0000000000    7.0000000000
  145.0000000000   54.0000000000    7.0000000000

